id,name,code,district_id
5507,ทุ่งหว้า,91120,1379
5508,ทุ่งอรุณ,30190,1156
5509,ทุ่งฮั้ว,52140,1434
5510,ทุ่งเทิง,34160,1323
5511,ทุ่งแค้ว,54170,1705
5512,ทุ่งแล้ง,54150,892
5513,ทุ่งโป่ง,40250,1567
5514,ทุ่งโฮ้ง,54000,1585
5515,ทุ่งใหญ่,66190,1800
5516,ทุ่งใหญ่,33110,1597
5517,ทุ่งใหญ่,61000,1781
5518,ทุ่งใหญ่,80240,1380
5519,ทุ่งใหญ่,41310,1036
5520,ทุ่งใหญ่,90110,1312
5521,ท่ากกแดง,38150,923
5522,ท่ากว้าง,50140,988
5523,ท่าขมิ้น,66130,1162
5524,ท่าคันโท,46190,1381
5525,ท่าชะมวง,90180,1265
5526,ท่าชุมพล,70120,1349
5527,ท่าดอกคำ,38220,1527
5528,ท่าดินดำ,15130,1367
5529,ท่าตะเภา,86000,1657
5530,ท่าบุญมี,20240,1650
5531,ท่าประจะ,80180,941
5532,ท่าพระยา,73120,1519
5533,ท่าพุทรา,62120,1357
5534,ท่ามะขาม,71000,1772
5535,ท่ามะนาว,15130,1367
5536,ท่ามะพลา,86110,1310
5537,ท่ามิหรำ,93000,1714
5538,ท่าระหัด,72000,1797
5539,ท่าวังผา,55140,1382
5540,ท่าสว่าง,32000,1760
5541,ท่าสะบ้า,92000,1432
5542,ท่าสะอาด,42210,1051
5543,ท่าสะอาด,38150,923
5544,ท่าอิบุญ,67110,1311
5545,ท่าอุเทน,48120,1383
5546,ท่าเดื่อ,50260,1193
5547,ท่าเมือง,34000,1370
5548,ท่าเสม็ด,80180,941
5549,ท่าโพธิ์,90120,985
5550,ท่าโพธิ์,65000,1756
5551,ท้ายช้าง,82000,1659
5552,ท้ายตลาด,13240,1717
5553,ท้ายทุ่ง,66150,1196
5554,ท้ายบ้าน,10280,1801
5555,ท้ายเกาะ,12160,1125
5556,ธรรมศาลา,73000,1711
5557,ธรรมามูล,17000,1710
5558,ธวัชบุรี,45170,1384
5559,ธาตุน้อย,34150,1476
5560,นครชุมน์,70110,1407
5561,นวมินทร์,10240,1230
5562,นอกเมือง,32000,1760
5563,นากระตาม,86140,1045
5564,นากระแซง,34160,1323
5565,นาขุนไกร,64120,1444
5566,นาคอเรือ,50240,897
5567,นาคำใหญ่,34150,1476
5568,นาจะหลวย,34280,1385
5569,นาชุมแสง,41310,1036
5570,นาชุมแสง,40150,1259
5571,นาตาขวัญ,21000,1662
5572,นาตาล่วง,92000,1579
5573,นาบินหลา,92000,1579
5574,นาประดู่,94120,1497
5575,นาป่าแซง,37110,1689
5576,นาพันสาม,76000,1763
5577,นามะเขือ,48160,1080
5578,นามะเขือ,46140,1558
5579,นายายอาม,22160,1386
5580,นาวังหิน,20140,1417
5581,นาสวรรค์,38000,1713
5582,นาสะเม็ง,49120,1026
5583,นาสะไมย์,35000,1660
5584,นาหมอบุญ,80130,1366
5585,นาหมอม้า,37000,1798
5586,นาหมอศรี,90160,951
5587,นาหัวบ่อ,48190,1594
5588,นาหัวบ่อ,47130,1539
5589,นาหินลาด,26130,1083
5590,นาหูกวาง,77130,1197
5591,นาเขลียง,80150,902
5592,นาเฉลียง,67140,1308
5593,นาเหลือง,55110,1331
5594,นาโยงใต้,92000,1579
5595,นาไม้ไผ่,80110,1037
5596,น้ำเขียว,32130,1426
5597,น้ำเฮี้ย,67110,1311
5598,บริบูรณ์,40220,1128
5599,บวรนิเวศ,10200,1091
5600,บัลลังก์,30220,1161
5601,บัววัฒนา,67140,1308
5602,บางกระสอ,11000,1737
5603,บางกร่าง,11000,1737
5604,บางกอบัว,10130,1541
5605,บางกะพี้,15110,1401
5606,บางกะไชย,22120,1590
5607,บางขะแยง,12000,1755
5608,บางคูรัด,11110,1523
5609,บางคูวัด,12000,1755
5610,บางตะบูน,76100,1406
5611,บางตาเถร,71170,1635
5612,บางนายสี,82110,1514
5613,บางบำหรุ,10700,1226
5614,บางปลากด,14130,1087
5615,บางปลากด,26120,1471
5616,บางปะกอก,10140,1691
5617,บางปะหัน,13220,1387
5618,บางพุทรา,16000,1779
5619,บางมะฝ่อ,60170,1347
5620,บางยี่โท,13190,1070
5621,บางระจัน,16150,1724
5622,บางระมาด,10170,1374
5623,บางละมุง,20150,1390
5624,บางสมัคร,24130,1225
5625,บางสะพาน,77170,1726
5626,บางสีทอง,11130,1218
5627,บางเกลือ,24130,1225
5628,บางเขียด,90280,1289
5629,บางเคียน,60120,1023
5630,บางเดือน,84130,1097
5631,บางเดื่อ,12000,1755
5632,บางเดื่อ,13220,1387
5633,บางเพลิง,13220,1387
5634,บางเมือง,10270,1801
5635,บางเสด็จ,14130,1087
5636,บางเสาธง,10540,1392
5637,บางโทรัด,74000,1778
5638,บางโพธิ์,84000,1806
5639,บางใบไม้,84000,1806
5640,บาราเฮาะ,94000,1738
5641,บาเระใต้,96170,1071
5642,บาโงสะโต,96130,976
5643,บึงกาสาม,12170,1461
5644,บึงชำอ้อ,12170,1461
5645,บึงนาราง,66130,1393
5646,บึงบูรพ์,33220,1394
5647,บึงปลาทู,60180,1610
5648,บึงยี่โถ,12110,1208
5649,บึงวิชัย,46000,1773
5650,บึงสนั่น,12110,1208
5651,บึงสำโรง,30440,1719
5652,บึงเกลือ,45120,1332
5653,บึงเจริญ,31180,1397
5654,บึงเนียม,40000,1734
5655,บึงเสนาท,60000,1775
5656,บุกระสัง,31210,1295
5657,บุญเรือง,57140,1477
5658,บุ่งคล้า,38000,1395
5659,บุ่งคล้า,67110,1311
5660,บุ่งคล้า,36000,1735
5661,บุ่งหวาย,34190,1631
5662,บุ่งเลิศ,45250,1141
5663,บุ่งแก้ว,41240,1499
5664,บ่อตาโล่,13170,1271
5665,บ่อเบี้ย,53180,1243
5666,บ่อโพธิ์,65120,1047
5667,บ้านกรวด,31180,1397
5668,บ้านกลับ,18190,1307
5669,บ้านกลาง,50120,1560
5670,บ้านกลาง,54120,896
5671,บ้านกลาง,51000,1664
5672,บ้านกลาง,67110,1311
5673,บ้านกลาง,81110,1316
5674,บ้านกลาง,12000,1755
5675,บ้านกลาง,48000,1712
5676,บ้านกลาง,94130,1248
5677,บ้านกลาง,65130,1108
5678,บ้านกลาง,80190,1575
5679,บ้านกลึง,13190,1070
5680,บ้านกวาง,54000,1293
5681,บ้านกิ่ว,52150,996
5682,บ้านกุ่ม,71170,1635
5683,บ้านกุ่ม,76000,1763
5684,บ้านกุ่ม,13250,1064
5685,บ้านก้อง,41380,953
5686,บ้านขล้อ,13220,1387
5687,บ้านขวาง,13150,1101
5688,บ้านข่อย,13240,1717
5689,บ้านครัว,18130,1240
5690,บ้านคลอง,65000,1756
5691,บ้านคลัง,13250,1064
5692,บ้านค่าย,21120,1398
5693,บ้านค่าย,36000,1735
5694,บ้านฆ้อง,70120,1349
5695,บ้านงิ้ว,12160,1125
5696,บ้านจั่น,41000,1761
5697,บ้านชุ้ง,13260,1210
5698,บ้านช้าง,13000,993
5699,บ้านช้าง,20140,1417
5700,บ้านช้าง,71170,1635
5701,บ้านช้าง,50150,1153
5702,บ้านซ่อง,24120,1537
5703,บ้านซ่าน,64120,1444
5704,บ้านดารา,53120,967
5705,บ้านด่าน,53000,1780
5706,บ้านด่าน,64140,1769
5707,บ้านด่าน,27120,1646
5708,บ้านด่าน,31000,1399
5709,บ้านด้าย,57130,1150
5710,บ้านตะโก,31000,1314
5711,บ้านติ้ว,67110,1311
5712,บ้านตุ่น,56000,1658
5713,บ้านต้อง,38150,923
5714,บ้านต้อน,43120,1427
5715,บ้านต้าย,47110,1702
5716,บ้านต๋อม,56000,1658
5717,บ้านถิ่น,54000,1585
5718,บ้านถิ่น,39140,1158
5719,บ้านถ่อน,47110,1702
5720,บ้านถ่อน,43110,1041
5721,บ้านทราย,15110,1401
5722,บ้านทุ่ม,40000,1734
5723,บ้านธาตุ,41150,928
5724,บ้านธาตุ,18110,1335
5725,บ้านนิคม,80360,1062
5726,บ้านน้อย,66130,1162
5727,บ้านบาตร,10100,1805
5728,บ้านบุ่ง,66000,1715
5729,บ้านปทุม,12160,1125
5730,บ้านปรือ,31160,1000
5731,บ้านป้อม,13000,1788
5732,บ้านป้อม,64160,1181
5733,บ้านผึ้ง,48000,1712
5734,บ้านพราน,14150,1154
5735,บ้านพริก,26110,1076
5736,บ้านพลวง,32140,1079
5737,บ้านพลับ,13160,1388
5738,บ้านม่วง,43160,987
5739,บ้านม่วง,41190,1234
5740,บ้านม่วง,70110,1407
5741,บ้านร่อม,13130,1206
5742,บ้านร้อง,52110,884
5743,บ้านว่าน,43110,1041
5744,บ้านส้อง,84190,1489
5745,บ้านหนุน,54120,896
5746,บ้านหมี่,15110,1401
5747,บ้านหม้อ,76000,1763
5748,บ้านหม้อ,53120,967
5749,บ้านหม้อ,43130,1729
5750,บ้านหม้อ,16120,1419
5751,บ้านหยวก,41210,1059
5752,บ้านหลวง,18210,1028
5753,บ้านหลวง,50280,1152
5754,บ้านหลวง,10150,1016
5755,บ้านหลวง,73150,1027
5756,บ้านหลวง,13110,929
5757,บ้านหลุม,64000,1742
5758,บ้านหวาย,44120,1438
5759,บ้านหวาย,67110,1311
5760,บ้านหว้า,13160,1388
5761,บ้านหว้า,40000,1734
5762,บ้านอ้อน,52110,884
5763,บ้านเกาะ,13000,1788
5764,บ้านเกาะ,30000,1795
5765,บ้านเกาะ,53000,1780
5766,บ้านเกาะ,74000,1778
5767,บ้านเกาะ,80320,1418
5768,บ้านเกาะ,13190,1070
5769,บ้านเก่า,20160,1096
5770,บ้านเก่า,30210,1513
5771,บ้านเก่า,61110,1298
5772,บ้านเก่า,71000,1772
5773,บ้านเซิด,20140,1417
5774,บ้านเต่า,36190,1403
5775,บ้านเนิน,67120,1463
5776,บ้านเนิน,80190,1575
5777,บ้านเบิก,15150,1203
5778,บ้านเป็ด,40000,1734
5779,บ้านเป้า,49160,1301
5780,บ้านเป้า,52000,1663
5781,บ้านเป้า,50150,1153
5782,บ้านเป้า,31120,1255
5783,บ้านเป้า,36120,1733
5784,บ้านเพชร,36160,1727
5785,บ้านเพชร,36110,1257
5786,บ้านเพิง,80140,1250
5787,บ้านเม็ง,40210,1460
5788,บ้านเรือ,40150,1259
5789,บ้านเล่า,36000,1735
5790,บ้านแก่ง,64130,1700
5791,บ้านแก่ง,60000,1775
5792,บ้านแก่ง,53140,906
5793,บ้านแก้ง,36110,1257
5794,บ้านแก้ง,27000,1741
5795,บ้านแก้ง,36150,1492
5796,บ้านแก้ง,30000,1791
5797,บ้านแก้ง,49120,1026
5798,บ้านแก้ง,48130,912
5799,บ้านแจ้ง,45160,1566
5800,บ้านแท่น,40180,903
5801,บ้านแท่น,36190,1403
5802,บ้านแปรง,30210,1513
5803,บ้านแป้ง,16120,1419
5804,บ้านแป้ง,13190,1070
5805,บ้านแป้ง,13160,1388
5806,บ้านแป้น,51000,1664
5807,บ้านแป้น,47230,1593
5808,บ้านแพรก,13240,1404
5809,บ้านแพ้ว,74120,1405
5810,บ้านแหลม,76100,1406
5811,บ้านแหลม,72150,1524
5812,บ้านแหวน,50230,992
5813,บ้านแอ่น,50260,1193
5814,บ้านโข้ง,71170,1136
5815,บ้านโต้น,40320,1092
5816,บ้านโป่ง,70110,1407
5817,บ้านโป่ง,57170,1745
5818,บ้านโป่ง,50190,966
5819,บ้านโป่ง,52110,884
5820,บ้านโหนด,90210,1559
5821,บ้านโฮ่ง,51130,1408
5822,บ้านในดง,76130,1043
5823,บ้านใหญ่,13120,1088
5824,บ้านใหญ่,26000,1736
5825,บ้านใหม่,80140,1250
5826,บ้านใหม่,11120,1413
5827,บ้านใหม่,56000,1658
5828,บ้านใหม่,12000,1755
5829,บ้านใหม่,90140,977
5830,บ้านใหม่,13150,1101
5831,บ้านใหม่,30410,1642
5833,บ้านใหม่,30000,1795
5834,บ้านใหม่,24000,1794
5835,บ้านใหม่,13240,1404
5836,บ้านใหม่,11140,1229
5837,บ้านใหม่,13000,1788
5838,บ้านใหม่,73110,1287
5839,บ้านใหม่,71000,1202
5840,บ้านใหม่,40220,1128
5841,บ้านใหม่,30250,1009
5842,ปงแสนทอง,52000,1663
5843,ปทุมวาปี,47190,1294
5844,ประตูชัย,13000,1788
5845,ประตูป่า,51000,1664
5846,ประทัดบุ,31140,1534
5847,ประทัดบุ,32140,1079
5848,ปรางหมู่,93000,1714
5849,ปราณบุรี,77120,1409
5850,ปรือใหญ่,33140,1175
5851,ปลายกลัด,13270,1224
5852,ปล่องหอย,94230,937
5853,ปะเสยะวอ,94110,1288
5854,ปะเหลียน,92120,1410
5855,ปากน้ำโพ,60000,1775
5856,ปากพะยูน,93120,1412
5857,ปากเกร็ด,11120,1413
5858,ปางมะค่า,62130,1766
5859,ปางมะผ้า,58150,1414
5860,ปางหินฝน,50270,1343
5861,ปิตูมุดี,94160,974
5862,ปึกเตียน,76130,1043
5863,ป่าก่อดำ,57000,1147
5864,ป่าพะยอม,93110,1415
5865,ป่าพุทรา,62130,1766
5866,ป่ามะคาบ,66000,1715
5867,ป่ามะนาว,40270,1238
5868,ป่ายุบใน,21210,1552
5869,ป่าสังข์,45180,1767
5870,ป้อมปราบ,10100,1805
5871,ผดุงมาตร,96220,939
5872,ผานกเค้า,42180,1422
5873,ผาสามยอด,42220,1334
5874,ฝายนาแซง,67110,1311
5875,พนมวังก์,93110,1180
5876,พนัสนิคม,20140,1417
5877,พรสวรรค์,45120,1332
5878,พรสวรรค์,34280,1385
5879,พรหมบุรี,16120,1419
5880,พระรักษ์,86180,1094
5881,พระสิงห์,50000,1782
5882,พระเพลิง,27000,1571
5883,พระเสาร์,35130,1544
5884,พรุดินนา,81120,1358
5885,พรุเตียว,81140,1140
5886,พลสงคราม,30160,1159
5887,พลอยแหวน,22120,1207
5888,พังขว้าง,47000,1718
5889,พังเทียม,30220,1420
5890,พานพร้าว,43130,1729
5891,พิกุลทอง,16140,1199
5892,พิกุลทอง,70000,1739
5893,พิกุลออก,26110,1076
5894,พิตเพียน,13150,1101
5895,พิหารแดง,72000,1797
5896,พุมเรียง,84110,933
5897,พุสวรรค์,76170,1667
5898,ภูกระดึง,42180,1422
5899,ภูน้ำหยด,67130,1695
5900,ภูผาม่าน,40350,1424
5901,ภูผาหมอก,33110,1597
5902,ภูเขาทอง,45210,1300
5903,ภูเขาทอง,13000,1788
5904,ภูเขาทอง,96190,1291
5905,มวกเหล็ก,18180,1425
5906,มะขามคู่,21180,1520
5907,มะขามล้ม,72150,1524
5908,มะขามสูง,65000,1756
5909,มักกะสัน,10400,1266
5910,มาบตาพุด,21000,1662
5911,มาบยางพร,21140,1247
5912,มารวิชัย,13110,929
5913,มุกดาหาร,49000,1757
5914,มุจลินท์,15150,1203
5915,ม่วงกลวง,85120,1171
5916,ม่วงค่อม,15130,1367
5917,ม่วงตึ๊ด,55000,1258
5918,ม่วงน้อย,51120,1084
5919,ม่วงหมู่,16000,1779
5920,ม่วงหวาน,18170,1305
5921,ม่วงหวาน,40140,1057
5922,ม่วงใหญ่,34340,1503
5923,ม่อนปิ่น,50110,888
5924,ยั้งเมิน,50250,1119
5925,ยางขี้นก,34150,1476
5926,ยางสว่าง,32130,1426
5927,ยางหย่อง,76130,1043
5928,ยางเนิ้ง,50140,988
5929,ยางเปียง,50310,1134
5930,ยางโยภาพ,34140,1622
5931,ยาบหัวนา,55110,1331
5932,ย่านซื่อ,14000,1744
5933,ย่านซื่อ,92110,1001
5934,ย่านซื่อ,91160,1010
5935,รองเมือง,10330,1246
5936,รอบเมือง,25000,1796
5937,รอบเมือง,45210,1300
5938,รอบเมือง,45000,1758
5939,รอบเมือง,36000,1735
5940,รอบเวียง,57000,1762
5941,รัตนบุรี,32130,1426
5942,รัตนวาปี,43120,1427
5943,รัตนวารี,37240,1464
5944,รั้วใหญ่,72000,1797
5945,รางจรเข้,13110,929
5946,รางพิกุล,73140,1355
5947,รางสาลี่,71000,1202
5948,ราชาเทวะ,10540,1066
5949,ริมเหนือ,50180,1145
5950,รุ่งระวี,33130,1609
5951,รูสะมิแล,94000,1738
5952,ร่มเกล้า,49130,1686
5953,ร่มเมือง,93000,1714
5954,ร่องเคาะ,52140,1434
5955,ร้องกวาง,54140,1429
5956,ร้องเข็ม,54140,1429
5957,ลมศักดิ์,33140,1175
5958,ลวงเหนือ,50220,1512
5959,ลาดทิพรส,60140,946
5960,ลาดพร้าว,10230,1430
5961,ลาดพัฒนา,44000,1777
5962,ลาดสาลี่,15150,1203
5963,ลาดโพธิ์,76150,1239
5964,ลำคอหงษ์,30160,1159
5965,ลำนางรอง,31260,1591
5966,ลำปลาทิว,10520,1548
5967,ลำผักกูด,12110,1208
5968,ลำลูกบัว,73150,1027
5969,ลำสินธุ์,93000,1697
5970,ลำไทรโยง,31110,1050
5971,ลิปะน้อย,84140,1473
5972,ลิปะสะโง,94170,1297
5973,ลิ่นถิ่น,71180,1516
5974,ลุงเขว้า,30410,1642
5975,ลุ่มระวี,32180,1018
5976,ลุ่มลำชี,36170,1531
5977,ลุ่มสุ่ม,71150,1166
5978,วังกะพี้,53000,1780
5979,วังชะพลู,62130,1766
5980,วังชะโอน,62210,1614
5981,วังตะเฆ่,36250,1731
5982,วังตะแบก,62110,1690
5983,วังตามัว,48000,1712
5984,วังท่าดี,67140,1308
5985,วังประจบ,63000,1483
5986,วังพร้าว,52130,1137
5987,วังพัฒนา,13270,1224
5988,วังพิกุล,65130,1108
5989,วังพิกุล,67160,1526
5990,วังมหากร,60160,1200
5991,วังมะนาว,70140,1082
5992,วังสะพุง,42130,1433
5993,วังสำโรง,66110,1375
5994,วังสำโรง,66120,1525
5995,วังหามแห,62130,1766
5996,วังเพลิง,15120,1495
5997,วังเพิ่ม,40220,1128
5998,วังเมือง,60150,1104
5999,วังเหนือ,31000,1399
6000,วังเหนือ,52140,1434
6001,วังโบสถ์,67140,1308
6002,วังโพธิ์,30350,1688
6003,วังโมกข์,66140,1551
6004,วัฒนานคร,27160,1435
6005,วัดละมุด,73120,1519
6006,วัดสำโรง,73120,1519
6007,วัดสิงห์,17120,1436
6008,วัดโบสถ์,20140,1417
6009,วัดโบสถ์,65160,1437
6010,วัดโบสถ์,25000,1796
6011,วัดโบสถ์,72150,1524
6012,วิสัยใต้,86130,895
6013,วิหารขาว,16140,1199
6014,วิหารแดง,18150,1439
6015,วิเชตนคร,52120,1143
6016,ศรีกะอาง,26110,1076
6017,ศรีณรงค์,32190,1510
6018,ศรีบรรพต,96210,1280
6019,ศรีวิชัย,47120,1554
6020,ศรีวิชัย,84130,1097
6021,ศรีวิชัย,51110,893
6022,ศรีวิลัย,45120,1332
6023,ศรีษะทอง,73120,1519
6024,ศรีษะเกษ,55150,1052
6025,ศรีสว่าง,45240,1350
6026,ศรีสว่าง,31230,1214
6027,ศรีสะอาด,33140,1175
6028,ศรีสำราญ,38180,1254
6029,ศรีสำราญ,41210,1059
6030,ศรีสำราญ,36140,1509
6031,ศรีสำราญ,33270,1110
6032,ศรีสำราญ,71170,1635
6033,ศรีสุทโธ,41190,1234
6034,ศรีสุนทร,83110,907
6035,ศรีเตี้ย,51130,1408
6036,ศาลากลาง,11130,1218
6037,ศาลาด่าน,81150,1569
6038,ศาลาใหม่,96110,945
6039,ศิลาเพชร,55120,886
6040,สงเปลือย,46230,911
6041,สงเปลือย,46160,994
6042,สง่าบ้าน,50220,1512
6043,สทิงหม้อ,90280,1289
6044,สบเตี๊ยะ,10150,1016
6045,สบแม่ข่า,50230,992
6046,สระจรเข้,30210,1513
6047,สระพัฒนา,73140,1355
6048,สระเยาว์,33240,1443
6049,สระโบสถ์,15240,1447
6050,สร่างโศก,18130,1240
6051,สร้อยทอง,60140,946
6052,สร้อยฟ้า,70120,1349
6053,สร้างก่อ,41250,1002
6054,สร้างคอม,41260,1448
6055,สร้างค้อ,47180,971
6056,สร้างถ่อ,34150,1476
6057,สร้างปี่,33160,1267
6058,สวนกล้วย,70110,1407
6059,สวนกล้วย,33110,1597
6060,สวนหม่อน,40160,1545
6061,สะพานสอง,10310,1628
6062,สะพานสูง,10240,1450
6063,สะพานหิน,25220,909
6064,สะพานหิน,17120,1563
6065,สะพานไกร,76150,1239
6066,สะพานไทย,13250,1064
6067,สะเดาะพง,67270,1139
6068,สะเตงนอก,95000,1582
6069,สะแกกรัง,61000,1781
6070,สะแกโพรง,31000,1776
6071,สันกำแพง,50130,1451
6072,สันติสุข,50160,1192
6073,สันติสุข,57120,891
6074,สันปูเลย,50220,1512
6075,สันมหาพน,50150,1153
6076,สันมะค่า,57190,1086
6077,สัมพันธ์,25140,1632
6078,สัมฤทธิ์,30110,969
6079,สากเหล็ก,66160,1453
6080,สามพระยา,76120,904
6081,สามพร้าว,41000,1761
6082,สามหมื่น,63140,1493
6083,สามเมือง,30430,922
6084,สามเมือง,13230,1625
6085,สามเรือน,70000,1739
6086,สามเรือน,13160,1388
6087,สามเรือน,64120,1444
6088,สามเสนใน,10400,963
6089,สายคำโห้,66000,1715
6090,สายนาวัง,46160,908
6091,สายลำโพง,60160,1200
6092,สาวชะโงก,24110,1222
6093,สำนักขาม,90120,985
6094,สำนักทอง,21000,1662
6095,สำราญใต้,46180,1121
6096,สำเภาลูน,32230,1061
6097,สำเภาล่ม,13000,1788
6098,สำโรงชัย,60220,1168
6099,สำโรงทาบ,32170,1454
6100,สำโรงใต้,10130,1541
6101,สิงห์โคก,45150,1649
6102,สิงโตทอง,24000,1747
6103,สินเจริญ,84210,1093
6104,สีบัวทอง,14150,1154
6105,สี่พระยา,10500,1067
6106,สี่หมื่น,70130,1680
6107,สุขสำราญ,60190,1032
6108,หนองกราด,30210,1513
6109,หนองกลับ,60110,1299
6110,หนองกลับ,64110,1449
6111,หนองกวาง,70120,1349
6112,หนองกะขะ,20160,1096
6113,หนองกะปุ,76150,1239
6114,หนองกุลา,65140,1227
6115,หนองกุ่ม,71160,1232
6116,หนองขนาก,13130,1206
6117,หนองขนาน,76000,1763
6118,หนองขมาร,31190,1182
6119,หนองขยาด,20140,1417
6120,หนองขวาว,32110,1445
6121,หนองขุ่น,17120,1436
6122,หนองคล้า,62150,1165
6123,หนองควาย,50230,992
6124,หนองค่าย,30180,1077
6125,หนองงิ้ว,42130,1433
6126,หนองจะบก,30000,1795
6127,หนองจ๊อม,50210,1285
6128,หนองฉลอง,33140,1175
6129,หนองชิ่ม,22120,1590
6130,หนองช้าง,46180,1121
6131,หนองญาติ,48000,1712
6132,หนองตรุด,92000,1579
6133,หนองตาคง,22140,1721
6134,หนองตางู,60180,1610
6135,หนองทะเล,81000,1707
6136,หนองทุ่ม,44120,1438
6137,หนองทุ่ม,38150,923
6138,หนองนกทา,34170,1138
6139,หนองนาคำ,41000,1761
6140,หนองน้อย,17120,1436
6141,หนองปรือ,71220,1457
6142,หนองปรือ,10540,1066
6143,หนองปรือ,92130,978
6144,หนองปรือ,20140,1417
6145,หนองปรือ,20150,1390
6146,หนองปลิง,18140,1130
6147,หนองปลิง,47270,1608
6148,หนองปลิง,60000,1775
6149,หนองปลิง,13260,1210
6150,หนองปลิง,62000,1774
6151,หนองปลิง,71210,1330
6152,หนองปลิง,44000,1777
6153,หนองผึ้ง,50140,988
6154,หนองฝ้าย,71210,1330
6155,หนองพยอม,66110,1375
6156,หนองพลวง,30230,1019
6157,หนองพลวง,30180,1077
6158,หนองพลับ,77110,1131
6159,หนองพลับ,76000,1763
6160,หนองม่วง,15170,1458
6161,หนองม่วง,44130,956
6162,หนองม่วง,27120,1155
6163,หนองล่อง,51120,1764
6164,หนองศาลา,76120,904
6165,หนองสนิท,32180,1018
6166,หนองสรวง,18150,1439
6167,หนองสรวง,30280,1507
6168,หนองสรวง,61110,1298
6169,หนองสรวง,46220,1640
6170,หนองสะโน,34230,1231
6171,หนองสีดา,18170,1305
6172,หนองหงษ์,20160,1096
6173,หนองหงส์,80110,1037
6174,หนองหญ้า,71000,1772
6175,หนองหนาม,51000,1664
6176,หนองหม้อ,60140,946
6177,หนองหลวง,62170,1549
6178,หนองหลวง,43120,1328
6179,หนองหลวง,63000,1483
6180,หนองหลวง,47110,1702
6181,หนองหลวง,63170,1315
6182,หนองหลวง,45120,1332
6183,หนองหลวง,60160,1200
6184,หนองหลวง,32130,1673
6185,หนองหลวง,61150,1701
6186,หนองหลัก,41290,1164
6187,หนองหลัก,30270,1022
6188,หนองหลุม,66140,1551
6189,หนองหล่ม,56120,1369
6190,หนองหล่ม,52190,1470
6191,หนองหว้า,27000,1571
6192,หนองหว้า,39000,1803
6193,หนองหว้า,41110,1356
6194,หนองหว้า,30120,1060
6195,หนองหว้า,33110,1577
6196,หนองห้าง,46110,1676
6197,หนองห้าง,33120,1732
6198,หนองอียอ,32160,894
6199,หนองอึ่ง,33160,1267
6200,หนองเต็ง,31160,1000
6201,หนองเต่า,60230,1651
6202,หนองเต่า,61000,1781
6203,หนองเต่า,15110,1401
6204,หนองเต่า,34130,1681
6205,หนองเป็ด,35000,1660
6206,หนองเป็ด,71220,1633
6207,หนองเมธี,32120,1040
6208,หนองเม็ก,40190,1706
6209,หนองเม็ก,41130,1302
6210,หนองเม็ก,44170,1213
6211,หนองเรือ,44170,1213
6212,หนองเรือ,35000,1660
6213,หนองเรือ,32190,1510
6214,หนองเรือ,40210,1460
6215,หนองเรือ,39140,1158
6216,หนองเลิง,38000,1713
6217,หนองแก้ว,33130,1599
6218,หนองแก้ว,45000,1758
6219,หนองแก้ว,25130,1616
6220,หนองแก้ว,37240,1464
6221,หนองแก้ว,33000,1759
6222,หนองแก๋ว,50230,992
6223,หนองโพรง,25140,1632
6224,หนองโอ่ง,71170,1136
6225,หนองใหญ่,32140,1079
6226,หนองใหญ่,31150,919
6227,หนองใหญ่,33120,1708
6228,หนองใหญ่,45000,1557
6229,หนองใหญ่,46220,1640
6230,หนองใหญ่,45110,1163
6231,หนองใหญ่,20190,1462
6232,หนองไขว่,67110,1311
6233,หนามแท่ง,34250,1730
6234,หมอเมือง,55170,1337
6235,หมากหญ้า,41220,1564
6236,หมากแข้ง,41000,1761
6237,หมื่นศรี,32170,1454
6238,หมื่นไวย,30000,1795
6239,หลักช้าง,80220,1368
6240,หลักด่าน,67260,1216
6241,หลักแก้ว,14110,1696
6242,หลุมข้าว,30160,1159
6243,หลุมข้าว,15120,1495
6244,หลุมเข้า,61130,1704
6245,หล่มเก่า,67120,1463
6246,หล่ายงาว,57310,1587
6247,หอมเกร็ด,73110,1287
6248,หันตะเภา,13170,1271
6249,หันนางาม,39180,1698
6250,หัวตะพาน,80160,1204
6251,หัวตะพาน,14110,1696
6252,หัวตะพาน,37240,1464
6253,หัวสะพาน,76000,1763
6254,หัวสำโรง,15150,1203
6255,หัวสำโรง,24190,1336
6256,หัวเดียด,63000,1483
6257,หัวเมือง,54120,896
6258,หัวเมือง,52240,1484
6259,หัวเมือง,35130,1544
6260,หัวเวียง,13110,929
6261,หัวเวียง,52000,1663
6262,หัวโพธิ์,71170,1635
6263,หาดสำราญ,92120,1465
6264,หานโพธิ์,93130,1475
6265,ห้วยกะปิ,20000,1709
6266,ห้วยขวาง,73140,1355
6267,ห้วยขวาง,10310,1466
6268,ห้วยข้อง,76150,1239
6269,ห้วยชมภู,57000,1762
6270,ห้วยด้วน,73150,1027
6271,ห้วยต้อน,36000,1735
6272,ห้วยทราย,18140,1130
6273,ห้วยทราย,50180,1145
6274,ห้วยทราย,50130,1451
6275,ห้วยทราย,77000,1808
6276,ห้วยปริก,80150,902
6277,ห้วยมุ่น,53110,1056
6278,ห้วยม่วง,40350,1424
6279,ห้วยม่วง,73140,1355
6280,ห้วยยั้ง,62110,1690
6281,ห้วยราชา,31000,1314
6282,ห้วยร่วม,66210,1190
6283,ห้วยร่วม,60110,1299
6284,ห้วยสะแก,67000,1783
