id,name,code,district_id
2486,บะหว้า,47170,1647
2487,บักดอง,33150,1008
2488,บัวขาว,46110,1676
2489,บัวค้อ,44000,1777
2490,บัวงาม,34160,1323
2491,บัวงาม,34230,1231
2492,บัวงาม,70130,1680
2493,บัวชุม,15130,1367
2494,บัวตูม,38170,1498
2495,บัวทอง,31000,1776
2496,บัวบาน,46120,1263
2497,บัวมาศ,44130,956
2498,บัวลอย,18140,1130
2499,บัวลาย,30120,1060
2500,บัวสลี,57000,1147
2501,บัวเชด,32230,1061
2502,บัวแดง,45190,1533
2503,บัวโคก,32120,1040
2504,บางขัน,80360,1062
2505,บางขาม,25150,1530
2506,บางขาม,15110,1401
2507,บางขุด,17140,1446
2508,บางครก,76100,1406
2509,บางครุ,10130,1541
2510,บางคู้,15150,1203
2511,บางค้อ,10150,1015
2512,บางงอน,84130,1097
2513,บางงาม,72140,1699
2514,บางจัก,14110,1696
2515,บางจาก,10130,1541
2516,บางจาก,80000,1807
2517,บางจาก,10160,1543
2518,บางจาก,76000,1763
2519,บางจาก,10260,1253
2520,บางจาน,76000,1763
2521,บางชนะ,84000,1806
2522,บางชัน,10510,1508
2523,บางชัน,22110,900
2524,บางทอง,82120,1607
2525,บางนอน,85000,1661
2526,บางนาค,96000,1754
2527,บางนาง,20160,1096
2528,บางบอน,10150,1063
2529,บางบาล,13250,1064
2530,บางบ่อ,10550,1065
2531,บางปลา,73130,1069
2532,บางปลา,10540,1066
2533,บางปิด,23120,1346
2534,บางป่า,70000,1739
2535,บางพรม,10170,1374
2536,บางพรม,75120,1221
2537,บางพระ,80140,1250
2538,บางพระ,24000,1794
2539,บางพระ,23000,1580
2540,บางพระ,73120,1519
2541,บางพระ,20110,1278
2542,บางพลี,13190,1070
2543,บางพูด,11120,1413
2544,บางพูด,12000,1755
2545,บางพูน,12000,1755
2546,บางมัญ,16000,1779
2547,บางยาง,74110,1596
2548,บางยาง,25150,1530
2549,บางรัก,10500,1067
2550,บางรัก,92000,1579
2551,บางรูป,80240,1380
2552,บางลาย,66130,1393
2553,บางลี่,15150,1203
2554,บางลึก,86000,1657
2555,บางวัน,82150,1365
2556,บางวัว,24130,1225
2557,บางสวน,24110,1222
2558,บางสัก,92110,1001
2559,บางหัก,13250,1064
2560,บางหัก,20160,1096
2561,บางหิน,85120,1171
2562,บางอ้อ,10700,1226
2563,บางอ้อ,26110,1076
2564,บางเขน,11000,1737
2565,บางเขา,94170,1297
2566,บางเตย,73110,1287
2567,บางเตย,25150,1530
2568,บางเตย,82000,1659
2569,บางเตย,24000,1794
2570,บางเตย,12160,1125
2571,บางเลน,71170,1635
2572,บางเลน,73130,1069
2573,บางเลน,11140,1229
2574,บางแขม,73000,1711
2575,บางแตน,25150,1530
2576,บางแวก,10160,1543
2577,บางโรง,24000,1602
2578,บางไทร,13190,1070
2579,บางไทร,82110,1514
2580,บางไทร,84000,1806
2581,บางไผ่,24000,1794
2582,บางไผ่,11000,1737
2583,บางไผ่,66120,1525
2584,บางไผ่,10160,958
2585,บาเจาะ,95130,1521
2586,บาเจาะ,96170,1071
2587,บาโร๊ะ,95120,916
2588,บึงกอก,65140,1227
2589,บึงกาฬ,38000,1713
2590,บึงงาม,45170,1684
2591,บึงงาม,45210,1300
2592,บึงนคร,77110,1131
2593,บึงนคร,45170,1384
2594,บึงบอน,33190,1623
2595,บึงบอน,12170,1461
2596,บึงบัว,66140,1551
2597,บึงพระ,65000,1756
2598,บึงศาล,26120,1471
2599,บึงอ้อ,30280,1507
2600,บือมัง,95140,979
2601,บือเระ,94110,1288
2602,บุคคโล,10600,1046
2603,บุญทัน,39270,1638
2604,บุฝ้าย,25130,1616
2605,บุฤาษี,32000,1760
2606,บุแกรง,32180,1018
2607,บ่อกรุ,72120,1752
2608,บ่อดาน,90190,1282
2609,บ่อตรุ,90140,977
2610,บ่อถ้ำ,62130,1766
2611,บ่อทอง,15170,1458
2612,บ่อทอง,53230,1517
2613,บ่อทอง,20270,1072
2614,บ่อทอง,65140,1227
2615,บ่อทอง,25110,1674
2616,บ่อทอง,94170,1297
2617,บ่อนอก,77000,1808
2618,บ่อผุด,84140,1473
2619,บ่อภาค,65170,1603
2620,บ่อยาง,90000,1665
2621,บ่อยาง,61150,1701
2622,บ่อรัง,67130,1695
2623,บ่อวิน,20110,1278
2624,บ่อสลี,50240,897
2625,บ่อสวก,55000,1581
2626,บ่อหิน,92000,990
2627,บ่อแดง,90190,1282
2628,บ่อแร่,17120,1436
2629,บ่อแร่,14120,1502
2630,บ่อแสน,82180,1034
2631,บ่อโพง,13260,1210
2632,บ่อไทย,67140,1308
2633,บ้านกง,40210,1460
2634,บ้านขอ,52240,1484
2635,บ้านคา,70180,1074
2636,บ้านคู,31230,1214
2637,บ้านชบ,32150,986
2638,บ้านชี,15110,1401
2639,บ้านดง,65170,1603
2640,บ้านดง,40250,1567
2641,บ้านดง,52000,1342
2642,บ้านธิ,51180,1075
2643,บ้านนา,92120,1410
2644,บ้านนา,66140,1551
2645,บ้านนา,13150,1101
2646,บ้านนา,93000,1697
2647,บ้านนา,21110,931
2648,บ้านนา,85120,1171
2649,บ้านนา,84240,1615
2650,บ้านนา,64120,1444
2651,บ้านนา,90130,901
2652,บ้านนา,26110,1076
2653,บ้านนา,63130,1123
2654,บ้านนา,25110,1674
2655,บ้านนา,86000,1657
2656,บ้านปง,50230,992
2657,บ้านปง,54000,1293
2658,บ้านยา,41130,1302
2659,บ้านรี,14000,1744
2660,บ้านลำ,18150,1439
2661,บ้านสา,52120,1143
2662,บ้านแค,13120,1088
2663,บ้านแพ,31190,1182
2664,บ้านแม,50120,1560
2665,บ้านแห,14000,1744
2666,บ้านโพ,13160,1388
2667,บ้าหวี,92120,1465
2668,ปกาสัย,81130,1588
2669,ปงน้อย,57110,1191
2670,ปงสนุก,55110,1331
2671,ประกอบ,90160,951
2672,ประจัน,94160,974
2673,ประณีต,23130,1320
2674,ประดาง,63180,1273
2675,ประดู่,32170,1454
2676,ประทาย,30180,1077
2677,ประศุก,16110,1648
2678,ประสุข,30270,1022
2679,ประเวศ,10250,1078
2680,ปราสาท,31000,1399
2681,ปราสาท,33140,1175
2682,ปราสาท,33210,1645
2683,ปราสาท,31180,1397
2684,ปลาบ่า,42160,1100
2685,ปลาปาก,48160,1080
2686,ปลายนา,72140,1699
2687,ปลาโหล,47150,1555
2688,ปะลุรู,96140,1561
2689,ปะหลาน,44110,1770
2690,ปากกาง,54150,892
2691,ปากคาด,38190,1081
2692,ปากดุก,67110,1311
2693,ปากทรง,86180,1094
2694,ปากทาง,66000,1715
2695,ปากท่อ,70140,1082
2696,ปากท่า,13130,1206
2697,ปากนคร,80000,1807
2698,ปากน้ำ,72120,1752
2699,ปากน้ำ,86110,1310
2700,ปากน้ำ,81000,1707
2701,ปากน้ำ,85000,1661
2702,ปากน้ำ,21000,1662
2703,ปากน้ำ,91110,917
2704,ปากน้ำ,24110,1222
2705,ปากน้ำ,86000,1657
2706,ปากน้ำ,64110,1449
2707,ปากน้ำ,10270,1801
2708,ปากบาง,90150,925
2709,ปากปวน,42130,1433
2710,ปากพระ,64000,1742
2711,ปากพลี,26130,1083
2712,ปากพูน,80000,1807
2713,ปากล่อ,94120,1497
2714,ปากแคว,64000,1742
2715,ปากแรต,70110,1407
2716,ปากโทก,65000,1756
2717,ปางกู่,39140,1158
2718,ปางหมู,58000,1799
2719,ปิล๊อก,71180,1516
2720,ปุลากง,94150,1262
2721,ป่งขาม,49150,1565
2722,ป่าก่อ,37210,1187
2723,ป่าขาด,90280,1289
2724,ป่าคาย,53230,1517
2725,ป่าชัน,31250,1620
2726,ป่าชิง,90130,901
2727,ป่าซาง,51120,1084
2728,ป่าซาง,56120,1369
2729,ป่าซาง,57210,1784
2730,ป่าซาง,57110,1144
2731,ป่าตอง,83120,936
2732,ป่าตัน,50000,1782
2733,ป่าตัน,52150,996
2734,ป่าตาล,57340,1006
2735,ป่าตาล,13240,1717
2736,ป่าตึง,57110,1144
2737,ป่าบอน,93170,1085
2738,ป่าบอน,94120,1497
2739,ป่าพลู,51130,1408
2740,ป่าลาน,50220,1512
2741,ป่าสัก,57150,1481
2742,ป่าสัก,56110,970
2743,ป่าสัก,51000,1664
2744,ป่าสัก,54160,1270
2745,ป่าอ้อ,61160,1106
2746,ป่าเลา,67000,1783
2747,ป่าแงะ,57190,1086
2748,ป่าแดง,54000,1585
2749,ป่าแดง,65170,1603
2750,ป่าแดด,57190,1086
2751,ป่าแดด,57180,1340
2752,ป่าแดด,50000,1782
2753,ป่าแป๋,58110,1670
2754,ป่าแป๋,50150,1153
2755,ป่าแฝก,64170,1353
2756,ป่าแฝก,56130,998
2757,ป่าแฝก,38180,1254
2758,ป่าแมต,54000,1585
2759,ป่าโปง,58110,984
2760,ป่าโมก,14130,1087
2761,ป่าโมง,34160,1323
2762,ป่าไก่,70140,1082
2763,ป่าไผ่,50210,1285
2764,ป่าไผ่,51110,893
2765,ป่าไร่,27120,1646
2766,ป่าไร่,94180,1146
2767,ป่าไร่,49120,1026
2768,ผักขวง,53230,1517
2769,ผักปัง,36110,1257
2770,ผักแพว,33130,1599
2771,ผักไหม,32110,1445
2772,ผักไหม,33210,1645
2773,ผักไห่,13120,1088
2774,ผาตั้ง,43160,987
2775,ผาน้อย,42130,1433
2776,ผาบิ้ง,42130,1433
2777,ผาบ่อง,58000,1799
2778,ผาเสวย,46150,1114
2779,ฝาละมี,93120,1412
2780,พงสวาย,70000,1739
2781,พญาขัน,93000,1714
2782,พญาวัง,67160,1526
2783,พญาแมน,53120,967
2784,พนมทวน,71140,1089
2785,พนมรอก,60160,1200
2786,พนมเศษ,60160,1200
2787,พนมไพร,45140,1090
2788,พรมเทพ,32120,1040
2789,พรหมณี,26000,1736
2790,พระขาว,13250,1064
2791,พระครู,31000,1776
2792,พระงาม,16120,1419
2793,พระซอง,48130,912
2794,พระนอน,60000,1775
2795,พระนอน,13260,1210
2796,พระบาท,52000,1663
2797,พระยืน,40320,1092
2798,พระลับ,40000,1734
2799,พรุไทย,84230,1528
2800,พลกรัง,30000,1795
2801,พะโต๊ะ,86180,1094
2802,พักทัน,16130,1389
2803,พังตรุ,71000,1202
2804,พังตรุ,71140,1089
2805,พังทุย,40140,1057
2806,พังยาง,90140,977
2807,พังราด,21110,931
2808,พังเคน,34170,950
2809,พังแดง,49140,1024
2810,พังโคน,47160,1095
2811,พันชนะ,30210,1513
2812,พันดอน,41110,1356
2813,พันดุง,30280,1507
2814,พันลาน,60120,1023
2815,พันเสา,65140,1227
2816,พานทอง,62150,1165
2817,พานทอง,20160,1096
2818,พิงพวย,33240,1443
2819,พิจิตร,90310,1212
2820,พุทเลา,13220,1387
2821,พุนพิน,84130,1097
2822,พุ่มแก,48130,912
2823,พ้อแดง,86110,1310
2824,ฟากท่า,53160,1098
2825,ภูฝ้าย,33150,1008
2826,ภูหลวง,30150,1411
2827,ภูห่าน,40220,1128
2828,ภูเงิน,45120,1332
2829,ภูเงิน,33110,1597
2830,มหาชัย,62150,1165
2831,มหาชัย,74000,1778
2832,มหาชัย,48160,1080
2833,มหาราช,13150,1101
2834,มหาวัน,63110,1149
2835,มหาสอน,15110,1401
2836,มหาไชย,46150,1114
2837,มะกรูด,94120,1497
2838,มะต้อง,65150,1540
2839,มะรุ่ย,82180,1034
2840,มะลิกา,50280,1152
2841,มะเริง,30000,1795
2842,มะเร็ต,84140,1473
2843,มาบข่า,21180,1520
2844,มาบไผ่,20170,1236
2845,ม่วงคำ,57120,891
2846,ม่วงนา,46000,1025
2847,ยอดชาด,48130,1109
2848,ยอดแกง,46230,911
2849,ยางขาว,60130,1538
2850,ยางงาม,67140,1308
2851,ยางตาล,60170,1347
2852,ยางนอน,72120,1752
2853,ยางราก,15250,1496
2854,ยางสาว,67130,1695
2855,ยางสูง,62130,1766
2856,ยางหัก,70140,1082
2857,ยางฮอม,57340,1006
2858,ยางโทน,15170,1458
2859,ยายร้า,22120,1207
2860,ยายแพง,75120,1221
2861,ยี่ล้น,14110,1696
2862,ยี่สาร,75110,1135
2863,ยุหว่า,50120,1560
2864,ย่านรี,63130,1123
2865,ย่านรี,25110,1674
2866,รมณีย์,82170,898
2867,ระเริง,30150,1694
2868,ระแว้ง,94160,974
2869,รังงาม,36130,1482
2870,รังสิต,12110,1208
2871,รับร่อ,86140,1045
2872,รางบัว,70150,1017
2873,รามราช,48120,1383
2874,ราไวย์,83000,1716
2875,ริมปิง,51000,1664
2876,ริมโขง,57140,1477
2877,ริมใต้,50180,1145
2878,ร่มไทร,96190,1291
2879,ร่องคำ,46210,1102
2880,ลอมคอม,40120,883
2881,ละเอาะ,33130,1609
2882,ลาดชิด,13120,1088
2883,ลาดยาว,60150,1104
2884,ลาดยาว,10900,1184
2885,ลานบ่า,67110,1311
2886,ลานสกา,80230,1105
2887,ลานสัก,61160,1106
2888,ลานหอย,64140,1769
2889,ลำคลอง,46000,1773
2890,ลำพะยา,95000,1582
2891,ลำภูรา,92130,1313
2892,ลำสนธิ,15130,1107
2893,ลำแก่น,82120,1607
2894,ลำใหม่,95000,1582
2895,ลีเล็ด,84130,1097
2896,ลุมพลี,13000,1788
2897,ลุมพุก,35110,1723
2898,วงฆ้อง,65150,1540
2899,วอแก้ว,52190,1470
2900,วังกรด,66120,1525
2901,วังควง,62110,1690
2902,วังคัน,72180,1372
2903,วังจิก,66190,1800
2904,วังชัย,40140,1057
2905,วังดาล,25110,1674
2906,วังดิน,53000,1780
2907,วังด้ง,71000,1772
2908,วังทอง,52140,1434
2909,วังทอง,62000,1774
2910,วังทอง,64120,1444
2911,วังทอง,65130,1108
2912,วังทอง,36260,1621
2913,วังทอง,15250,1496
2914,วังทอง,39170,954
2915,วังทอง,41190,1234
2916,วังทอง,27250,1630
2917,วังบัว,62120,1357
2918,วังบาล,67120,1463
2919,วังบ่อ,60110,1299
2920,วังผาง,51120,1764
2921,วังพญา,95140,979
2922,วังม้า,60150,1104
2923,วังยาง,48130,1109
2924,วังยาง,62120,1357
2925,วังยาง,47130,1539
2926,วังยาง,72140,1699
2927,วังยาง,65190,1656
2928,วังยาว,42120,1373
2929,วังยาว,44140,1672
2930,วังยาว,72180,1372
2931,วังลึก,72130,1122
2932,วังลึก,64120,1444
2933,วังลึก,64140,1769
2934,วังศาล,67240,1274
2935,วังหมี,30150,1694
2936,วังหิน,80360,1062
2937,วังหิน,67240,1274
2938,วังหิน,61140,1245
2939,วังหิน,63000,1483
2940,วังหิน,40190,1706
2941,วังหิน,33270,1110
2942,วังหิน,30360,1160
2943,วังแขม,62120,1357
2944,วังแดง,53140,906
2945,วังแดง,13130,1206
2946,วังแสง,44190,930
2947,วังแสง,40180,903
2948,วังใต้,52140,1434
2949,วังไชย,44130,956
2950,วังไทร,30130,1249
2951,วังไทร,62120,1357
2952,วังไผ่,71170,1644
2953,วังไผ่,86000,1657
2954,วัดชลอ,11130,1218
2955,วัดดาว,72150,1524
2956,วัดตูม,13000,1788
2957,วัดป่า,67110,1311
2958,วัดเกต,50000,1782
2959,วัดโคก,17110,1261
2961,วันดาว,70140,1082
2962,วันยาว,22110,900
2963,วาใหญ่,47170,1647
2964,ศรีค้ำ,57110,1144
2965,ศรีฐาน,42180,1422
2966,ศรีฐาน,35150,1251
2967,ศรีนคร,64180,1111
2968,ศรีสุข,34150,1476
2969,ศรีสุข,40220,1128
2970,ศรีสุข,32150,1440
2971,ศรีสุข,44150,1598
2972,ศรีสุข,32170,1454
2973,ศรีเทพ,67170,1112
2974,ศาลายา,73170,1421
2975,สบตุ๋ย,52000,1663
2976,สบปราบ,52170,1113
2977,สบป่อง,58150,1414
2978,สบป้าด,52000,1342
2979,สบเปิง,50150,1153
2980,สมก๋าย,50150,1153
2981,สมสนุก,38190,1081
2982,สมหวัง,93000,935
2983,สมอทอง,84170,1039
2984,สมอโคน,63120,1235
2985,สมเด็จ,46150,1114
2986,สรรพยา,17150,1115
2987,สระขุด,32190,1510
2988,สระทอง,31240,1459
2989,สระบัว,45190,1533
2990,สระบัว,31150,995
2991,สระพระ,30220,1420
2992,สระพัง,36190,1403
2993,สระพัง,76140,1319
2994,สระแจง,16130,1389
2995,สระใคร,43100,1116
2996,สลักได,32000,1760
2997,สวนขัน,80220,1368
2998,สวนจิก,45000,1557
2999,สวนดอก,52000,1663
3000,สวนส้ม,74120,1405
3001,สวนแตง,86170,918
3002,สวนแตง,72000,1797
3003,สหธาตุ,34150,1476
3004,สองคอน,34340,1503
3005,สองคอน,53160,1098
3006,สองคอน,18110,1335
3007,สองแคว,50160,1192
3008,สะดาวา,94160,974
3009,สะท้อน,90160,951
3010,สะแกซำ,31000,1776
3011,สักงาม,62180,1176
3012,สักหลง,67110,1311
3013,สัตหีบ,20180,1120
3014,สันสลี,57170,1745
3015,สาคอบน,94140,915
3016,สามชุก,72130,1122
3017,สามพวง,64160,1181
3018,สามสวน,36190,1403
3019,สามเงา,63130,1123
3020,สามแยก,67130,1695
3021,สามแยก,35120,1487
3022,สามแวง,31000,1314
3023,สามโก้,14160,1124
3024,สามโคก,12160,1125
3025,สายทอง,14130,1087
3026,สายไหม,10220,1126
3027,สาริกา,26000,1736
3028,สาวะถี,40000,1734
3029,สำเหร่,10600,1046
3030,สินปุน,81140,1140
3031,สินปุน,84210,1093
3032,สีคิ้ว,30140,1127
3033,สีชมพู,48130,912
3034,สีชมพู,40220,1128
3035,สีแก้ว,45000,1758
3036,สี่ขีด,80120,921
3037,สุวารี,96150,1268
3038,ส้มผ่อ,35120,1505
3039,หนองกง,31110,1050
3040,หนองกบ,18170,1305
3041,หนองกบ,70110,1407
3042,หนองคู,31130,1550
3043,หนองคู,35000,1660
3044,หนองคู,36190,1403
3045,หนองคู,44180,949
3046,หนองซน,48140,910
3047,หนองธง,93170,1085
3048,หนองบก,34000,1765
3049,หนองรี,20000,1709
3050,หนองรี,15130,1107
3051,หนองรี,71160,1232
3052,หนองลู,71240,1636
3053,หนองฮะ,32170,1454
3054,หนองฮี,48160,1080
3055,หนองฮี,45140,1129
3056,หนองแก,39180,1698
3057,หนองแก,77110,1131
3058,หนองแก,61000,1781
3059,หนองแก,18120,1619
3060,หนองแค,33160,1267
3061,หนองแค,18140,1130
3062,หนองโก,44130,956
3063,หนองโก,40170,999
3064,หนองโน,44000,1777
3065,หนองโน,40170,999
3066,หนองโน,18000,1740
3067,หนองโพ,70120,1349
3068,หนองโพ,60140,946
3069,หนองไฮ,44120,1438
3070,หนองไฮ,34360,989
3071,หนองไฮ,33000,1759
3072,หนองไฮ,41000,1761
3073,หนองไฮ,33120,1732
3074,หนองไฮ,37290,1666
3075,หมกแถว,61130,1704
3076,หมูม่น,41000,1761
3077,หมูม่น,46150,1114
3078,หมูม้น,45000,1573
3079,หลักหก,12000,1755
3080,หลุบคา,36150,1492
3081,หอกลอง,65150,1540
3082,หอมศีล,24130,1225
3083,หันตรา,13000,1788
3084,หันสัง,13220,1387
3085,หันโจด,40190,1706
3086,หัวงัว,32160,894
3087,หัวงัว,46120,1263
3088,หัวง้ม,57120,891
3089,หัวดอน,34150,1476
3090,หัวถนน,31110,1050
3091,หัวถนน,62120,1357
3092,หัวถนน,60160,1200
3093,หัวถนน,20140,1417
3094,หัวป่า,16120,1419
3095,หัวฝาย,54000,1293
3096,หัวฝาย,31150,995
3097,หัวหิน,77110,1131
3098,หัวหิน,46170,1468
3099,หัวเขา,72120,1752
3100,หัวเขา,90280,1289
3101,หัวเตย,84130,1097
3102,หัวโทน,45130,1639
3103,หัวไทร,24110,1222
3104,หัวไทร,80170,1132
3105,หัวไผ่,14000,1744
3106,หัวไผ่,16000,1779
3107,หัวไผ่,13150,1101
3108,หาดขาม,77150,1173
3109,หาดทนง,61000,1781
3110,หาดยาง,25140,1632
3111,หาดยาย,86110,1310
3112,หาดล้า,53110,1042
3113,หาดสูง,60170,1347
3114,หาดแพง,48150,1556
3115,หายโศก,31120,1255
3116,หายโศก,41160,1237
3117,หารเทา,93120,1412
3118,หินกอง,45130,1639
3119,หินกอง,70000,1739
3120,หินดาด,30210,1513
3121,หินดาด,71180,1516
3122,หินดาด,30240,1469
3123,หินดาต,62120,1617
3124,หินปัก,15110,1401
3125,หินมูล,73130,1069
3126,หินลาด,31180,1397
3127,หินลาด,65160,1437
3128,หินฮาว,67120,1463
3129,หินโคน,30230,1019
3130,หินโคน,31130,1550
3131,หินโงม,43000,1743
3132,หูกวาง,60180,1610
3133,หูช้าง,61140,1245
3134,หูทำนบ,31220,913
3135,หูล่อง,80140,1250
3136,ห่อหมก,13190,1070
3137,ห้วยคต,61170,1133
3138,ห้วยงู,17130,991
3139,ห้วยบง,36000,1735
3140,ห้วยบง,30210,1513
3141,ห้วยบง,30000,1791
3142,ห้วยผา,58000,1799
3143,ห้วยแก,40180,903
3144,อมก๋อย,50310,1134
3145,ออนใต้,50130,1451
3146,ออเงิน,10220,1126
3147,อัมพวา,75110,1135
3148,อาซ่อง,95140,979
3149,อิตื้อ,46120,1263
3150,อิปุ่ม,42120,1373
3151,อีง่อง,45180,1767
3152,อุดมพร,43120,1328
3153,อูบมุง,41220,1564
3154,อู่ทอง,71170,1136
3155,อู่โลก,32220,981
3156,อ่าวตง,92000,1432
3157,อ้อมกอ,41190,1234
3158,ฮางโฮง,47000,1718
3159,เกยไชย,60120,1023
3160,เกาะคา,52130,1137
3161,เกาะยอ,90000,1665
3162,เกียร์,96190,1291
3163,เขมราฐ,34170,1138
3164,เขากอบ,92130,1313
3165,เขาขาว,92130,1313
3166,เขาขาว,80110,1037
3167,เขาขาว,91110,917
3168,เขาคอก,31140,1534
3169,เขาค้อ,67270,1139
3170,เขาดิน,60230,1651
3171,เขาดิน,24130,1225
3172,เขาดิน,81140,1140
3173,เขาดิน,72120,1752
3174,เขาดิน,18170,1305
3175,เขาตอก,84210,1321
3176,เขาตูม,94160,974
3177,เขาต่อ,81160,1536
3178,เขาทอง,81000,1707
3179,เขาทอง,60130,1538
3180,เขาปูน,92130,1313
3181,เขาปู่,93190,1441
3182,เขาพนม,81140,1140
3183,เขาพระ,26000,1736
3184,เขาพระ,72120,1752
3185,เขาพระ,80270,968
3186,เขาพระ,90180,1265
3187,เขาพัง,84230,1528
3188,เขาย่า,93190,1441
3189,เขารวก,15130,1107
3190,เขาวัว,22120,1207
3191,เขาเขน,81160,1536
3192,เขาแดง,77150,1173
3193,เขาแดง,90210,1559
3194,เขาโจด,71220,1633
3195,เขาไพร,92130,978
3196,เขื่อน,44140,1672
3197,เจดีย์,71170,1136
3198,เจาทอง,36260,1621
3199,เจ๊ะเห,96110,945
3200,เฉนียง,32000,1760
3201,เฉลียง,30250,1009
3202,เชิงแส,90270,1675
3203,เซเป็ด,34130,1681
3204,เตาปูน,18110,1335
3205,เตาปูน,54120,896
3206,เตาปูน,70120,1349
3207,เทพนคร,62000,1774
3208,เทพราช,80120,921
3209,เทพราช,24140,1532
3210,เทวราช,14140,934
3211,เนินปอ,66140,1286
3212,เบญจขร,27260,1178
3213,เพนียด,15120,1495
3214,เมยวดี,45250,1141
3215,เม็กดำ,44110,1770
3216,เสวียด,84150,1038
3217,เสาหิน,58110,1670
3218,เสาเภา,80120,921
3219,เสาไห้,18160,1142
3220,เสี้ยว,42000,1486
3221,เหมือง,20000,1709
3222,เอกราช,14130,1087
3223,แกใหญ่,32000,1760
3224,แก้งแก,44140,1672
3225,แจงงาม,72240,1643
3226,แจนแลน,46110,1676
3227,แจนแวน,32150,1440
3228,แจระแม,34000,1804
3229,แจ้ห่ม,52120,1143
3230,แซร์ออ,27160,1435
3231,แนงมุด,32210,1172
3232,แพงพวย,70130,1680
3233,แพรกษา,10280,1801
3234,แพรกหา,93110,1180
3235,แม่กิ๊,58140,1007
3236,แม่ก๊า,50120,1560
3237,แม่ขรี,93160,1031
3238,แม่ข่า,50110,888
3239,แม่คือ,50220,1512
3240,แม่งอน,50110,888
3241,แม่จัน,57110,1144
3242,แม่จัน,63170,1315
3243,แม่ตาว,63110,1149
3244,แม่ตีบ,52110,884
3245,แม่ตืน,51110,893
3246,แม่ต๋ำ,56000,1658
3247,แม่ต๋ำ,57290,1618
3248,แม่ถอด,52160,924
3249,แม่ทอม,90110,1219
3250,แม่ท้อ,63000,1483
3251,แม่น้ำ,84140,1473
3252,แม่ปาน,54150,892
3253,แม่ปืม,56000,1658
3254,แม่พุง,54160,1270
3255,แม่พูล,53130,980
3256,แม่มอก,52160,924
3257,แม่ยวม,58110,1670
3258,แม่ยาว,57000,1762
3259,แม่ลอย,57160,926
3260,แม่ลาด,62120,1357
3261,แม่ลาน,94180,1146
3262,แม่ลาน,51110,893
3263,แม่ลาว,56110,1322
3264,แม่วิน,50360,1148
3265,แม่ศึก,50270,1343
3266,แม่สวด,58110,984
3267,แม่สอง,63150,1518
3268,แม่สอด,63110,1149
3269,แม่สอย,10150,1016
3270,แม่สัน,52190,1470
3271,แม่สาบ,50250,1119
3272,แม่สาย,57130,1150
3273,แม่สาว,50280,1152
3274,แม่สิน,64130,1700
3275,แม่สุก,56130,998
3276,แม่สุก,52120,1143
3277,แม่สูน,50110,888
3278,แม่หละ,63150,1518
3279,แม่อาย,50280,1152
3280,แม่อิง,56000,1423
3281,แม่อ้อ,57120,891
3282,แม่ฮี้,58130,887
3283,แม่เงา,58140,1007
3284,แม่เปา,57290,1618
3285,แม่แดด,58130,1722
3286,แม่แตง,50150,1153
3287,แม่แฝก,50210,1285
3288,แม่แรง,51120,1084
3289,แม่แรม,50180,1145
3290,แม่แวน,50190,966
3291,แม่ไร่,57110,1144
3292,แสนทอง,55140,1382
3293,แสนพัน,48110,1209
3294,แสนสุข,45140,1090
3295,แสนสุข,34190,1631
3296,แสนสุข,20000,1709
3297,แสนแสบ,10510,1260
3298,แสมสาร,20180,1120
3299,แสวงหา,14150,1154
3300,แหลมสน,91110,917
3301,แห่ใต้,44140,1672
3302,โคกกุง,36150,1492
3303,โคกก่ง,37210,1187
3304,โคกก่อ,44000,1777
3305,โคกขาม,74000,1778
3306,โคกคอน,43110,1041
3307,โคกงาม,42120,1373
3308,โคกงาม,40270,1238
3309,โคกจาน,34130,1681
3310,โคกจาน,33120,1732
3311,โคกตาล,33140,1256
3312,โคกตูม,18140,1130
3313,โคกตูม,13240,1717
3314,โคกตูม,31140,1534
3315,โคกปรง,67130,1695
3316,โคกปีบ,25190,1442
3317,โคกพระ,44150,1598
3318,โคกม้า,31140,1534
3319,โคกยาง,81130,1588
3320,โคกยาง,32140,1079
3321,โคกยาง,92110,1001
3322,โคกสัก,93140,1228
3323,โคกสาร,37210,1187
3324,โคกสูง,48160,1080
3325,โคกสูง,40250,1567
3326,โคกสูง,31210,1295
3327,โคกสูง,45110,1163
3328,โคกสูง,30000,1795
3329,โคกสูง,27120,1155
3330,โคกสูง,36000,1735
3331,โคกหาร,81140,1140
3332,โคกแฝด,10530,1296
3333,โคกแย้,18140,1130
3334,โคกไทย,25190,1442
3335,โคกไทย,30150,1411
3336,โคคลาน,27180,1194
3337,โชคชัย,49130,1686
3338,โชคชัย,30190,1156
3339,โชคชัย,57110,1191
3340,โนนกอก,36120,1733
3341,โนนกุง,34130,1681
3342,โนนก่อ,34350,1290
3343,โนนข่า,40120,883
3344,โนนคอม,40350,1424
3345,โนนคูณ,36180,1011
3346,โนนคูณ,33190,1623
3347,โนนค่า,30170,1292
3348,โนนค้อ,34230,1231
3349,โนนค้อ,33250,1157
3350,โนนงาม,37110,1689
3351,โนนจาน,30120,1060
3352,โนนตาล,48120,1383
3353,โนนตาล,45000,1758
3354,โนนตูม,30270,1022
3355,โนนทอง,36120,1733
3356,โนนทอง,40210,1460
3357,โนนทอง,40330,1345
3358,โนนทอง,41380,953
3359,โนนทอง,41160,1237
3360,โนนทัน,40210,1460
